   2.0000000e-01   2.7443634e+02
   4.1632653e-01   2.7895023e+02
   6.3265306e-01   2.7647193e+02
   8.4897959e-01   2.7423528e+02
   1.0653061e+00   2.7928880e+02
   1.2816327e+00   2.8430946e+02
   1.4979592e+00   2.8235691e+02
   1.7142857e+00   2.8727938e+02
   1.9306122e+00   2.8940037e+02
   2.1469388e+00   2.7469553e+02
   2.3632653e+00   2.7722692e+02
   2.5795918e+00   2.7923108e+02
   2.7959184e+00   2.8471870e+02
   3.0122449e+00   2.8245336e+02
   3.2285714e+00   2.8226871e+02
   3.4448980e+00   2.8809513e+02
   3.6612245e+00   2.8826567e+02
   3.8775510e+00   2.8471270e+02
   4.0938776e+00   2.7681385e+02
   4.3102041e+00   2.8877263e+02
   4.5265306e+00   2.8521538e+02
   4.7428571e+00   2.9474498e+02
   4.9591837e+00   2.8617913e+02
   5.1755102e+00   2.8845484e+02
   5.3918367e+00   2.8894648e+02
   5.6081633e+00   2.8873292e+02
   5.8244898e+00   2.9330228e+02
   6.0408163e+00   2.9507745e+02
   6.2571429e+00   2.8470105e+02
   6.4734694e+00   2.7869478e+02
   6.6897959e+00   2.9760952e+02
   6.9061224e+00   3.0209947e+02
   7.1224490e+00   3.0121094e+02
   7.3387755e+00   2.9902380e+02
   7.5551020e+00   3.0826541e+02
   7.7714286e+00   3.0998671e+02
   7.9877551e+00   3.2227374e+02
   8.2040816e+00   3.2457618e+02
   8.4204082e+00   3.1985009e+02
   8.6367347e+00   3.2583999e+02
   8.8530612e+00   3.2881290e+02
   9.0693878e+00   3.3852115e+02
   9.2857143e+00   3.5268751e+02
   9.5020408e+00   3.5775820e+02
   9.7183673e+00   3.6131914e+02
   9.9346939e+00   3.7017067e+02
   1.0151020e+01   3.7663817e+02
   1.0367347e+01   3.8754628e+02
   1.0583673e+01   4.0345743e+02
   1.0800000e+01   4.1319965e+02
